tree	n_sites	ufboot	group_size	gtdb_span	n_gtdb_branches_contradicted	min_gcf_conflicting	recurrence	also_in	organisms	gtdb_extra	accessions
flag	63	96.0	2	5	2	14.71	1		Campylobacter majalis; Campylobacter suis	Campylobacter pinnipediorum; Campylobacter mucosalis; Campylobacter gastrosuis	GCF_905120465.1,GCF_905120475.1
flgh	173	96.0	2	5	2	9.09	1		Campylobacter peloridis; Campylobacter lari	Campylobacter subantarcticus; Campylobacter ornithocola; Campylobacter armoricus	GCF_000816785.1,GCF_013372185.1
flin	87	96.0	2	5	2	21.21	1		Helicobacter enhydrae; Helicobacter brantae	Helicobacter pametensis; Helicobacter cholecystus; Helicobacter kayseriensis	GCF_001693335.1,GCF_003364205.1
fliq	86	95.0	4	7	1	36.36	1		Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum cavolei; Sulfurospirillum diekertiae	Sulfurospirillum multivorans; Sulfurospirillum halorespirans; Sulfurospirillum oryzae	GCF_000024885.1,GCF_000265295.1,GCF_000813325.1,GCF_011769985.2
fliy	194	95.0	2	5	2	35.29	1		Helicobacter jaachi; Helicobacter marmotae	Helicobacter cinaedi; Helicobacter japonicus; Helicobacter labetoulli	GCF_000763135.2,GCF_003364255.1
flgb	109	100.0	3	5	2	21.21	1		Helicobacter pametensis; Helicobacter cholecystus; Helicobacter kayseriensis	Helicobacter enhydrae; Helicobacter brantae	GCF_000518225.1,GCF_003364215.1,GCF_021300655.1
flgd	154	100.0	2	4	2	38.71	1		Helicobacter felis; Helicobacter vulpis	Helicobacter labacensis; Helicobacter salomonis	GCF_000200595.1,GCF_003660395.1
flgj	74	100.0	5	7	4	9.09	1		Campylobacter subantarcticus; Campylobacter peloridis; Campylobacter volucris; Campylobacter ornithocola; Campylobacter armoricus	Campylobacter insulaenigrae; Campylobacter lari	GCF_000816305.1,GCF_000816785.1,GCF_008245045.1,GCF_013201605.1,GCF_013372105.1
flig	341	100.0	3	5	2	35.29	1		Helicobacter cinaedi; Helicobacter marmotae; Helicobacter labetoulli	Helicobacter japonicus; Helicobacter jaachi	GCF_000155475.1,GCF_003364255.1,GCF_003670275.1
flga	177	99.0	4	6	1	None	1		Helicobacter rodentium; Helicobacter valdiviensis; Helicobacter turcicus; Helicobacter winghamensis	Helicobacter canadensis; Helicobacter colisuis	GCF_000687535.1,GCF_003245365.1,GCF_019711685.1,GCF_028751035.1
flid	590	99.0	3	5	1	76.0	1		Aliarcobacter trophiarum; Aliarcobacter skirrowii; Aliarcobacter cryaerophilus	Aliarcobacter thereius; Arcobacter porcinus	GCF_003355515.1,GCF_003544835.1,GCF_003660105.1
flgd	154	98.0	5	7	2	5.88	1		Campylobacter porcelli; Campylobacter vicugnae; Campylobacter devanensis; Campylobacter lanienae; Campylobacter fetus	Campylobacter iguaniorum; Campylobacter hyointestinalis	GCF_002139855.1,GCF_002139875.1,GCF_002139915.1,GCF_002139935.1,GCF_900475935.1
flgk	490	98.0	4	6	1	39.39	1		Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas marina; Sulfurimonas sediminis	Sulfurimonas indica; Sulfurimonas paralvinellae	GCF_000147355.1,GCF_009068765.1,GCF_014905095.1,GCF_014905115.1
flil	126	98.0	3	5	2	35.29	1		Helicobacter cinaedi; Helicobacter japonicus; Helicobacter labetoulli	Helicobacter jaachi; Helicobacter marmotae	GCF_000155475.1,GCF_000762845.2,GCF_003670275.1
flil	126	98.0	9	11	2	46.67	1		Helicobacter felis; Helicobacter cetorum; Helicobacter mehlei; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis; Helicobacter suis; Helicobacter acinonychis; Helicobacter pylori	Helicobacter ailurogastricus; Helicobacter heilmannii	GCF_000200595.1,GCF_000259275.1,GCF_003660265.1,GCF_003660285.1,GCF_003660395.1,GCF_017979425.1,GCF_026000295.1,GCF_900461455.1,GCF_900478295.1
flgb	109	97.0	4	6	1	50.0	1		Campylobacter coli; Campylobacter jejuni; Campylobacter aviculae; Campylobacter taeniopygiae	Campylobacter hepaticus; Campylobacter bilis	GCF_000254135.1,GCF_001457695.1,GCF_005406215.1,GCF_005406225.1
flgd	154	97.0	2	4	1	None	1		Arcobacter caeni; Arcobacter defluvii	Arcobacter aquimarinus; Arcobacter cloacae	GCF_003063245.1,GCF_013201725.1
chev	312	96.0	4	6	1	64.71	1		Helicobacter canadensis; Helicobacter rodentium; Helicobacter pullorum; Helicobacter colisuis	Helicobacter turcicus; Helicobacter winghamensis	GCF_000162575.1,GCF_000687535.1,GCF_017979475.1,GCF_023646285.1
flgk	490	96.0	5	7	2	23.53	1		Campylobacter subantarcticus; Campylobacter volucris; Campylobacter ornithocola; Campylobacter armoricus; Campylobacter lari	Campylobacter insulaenigrae; Campylobacter peloridis	GCF_000816305.1,GCF_008245045.1,GCF_013201605.1,GCF_013372105.1,GCF_013372185.1
flih	150	96.0	2	4	1	45.0	1		Halarcobacter bivalviorum; Arcobacter arenosus	Halarcobacter anaerophilus; Halarcobacter ebronensis	GCF_003346815.1,GCF_005771535.1
flir	194	96.0	2	4	2	9.09	1		Campylobacter subantarcticus; Campylobacter armoricus	Campylobacter ornithocola; Campylobacter lari	GCF_000816305.1,GCF_013372105.1
flgd	154	95.0	3	5	3	9.09	1		Campylobacter pinnipediorum; Campylobacter gastrosuis; Campylobacter suis	Campylobacter mucosalis; Campylobacter majalis	GCF_002021925.1,GCF_030249845.1,GCF_905120475.1
flin	87	95.0	2	4	1	9.09	1		Campylobacter armoricus; Campylobacter lari	Campylobacter subantarcticus; Campylobacter ornithocola	GCF_013372105.1,GCF_013372185.1
flag	63	100.0	2	3	1	86.67	1		Helicobacter cetorum; Helicobacter acinonychis	Helicobacter pylori	GCF_000259275.1,GCF_900461455.1
flgd	154	100.0	2	3	1	90.91	1		Sulfurimonas autotrophica; Sulfurimonas sediminis	Sulfurimonas hydrogeniphila	GCF_000147355.1,GCF_014905115.1
flgg	262	100.0	3	4	1	43.33	1		Lebetimonas natsushimae; Caminibacter pacificus; Caminibacter mediatlanticus	Nautilia profundicola	GCF_002335445.1,GCF_003752135.1,GCF_005843985.1
flgh	173	100.0	2	3	1	90.91	1		Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila	Sulfurimonas sediminis	GCF_000147355.1,GCF_009068765.1
flgi	260	100.0	2	3	1	60.0	1		Helicobacter labacensis; Helicobacter salomonis	Helicobacter vulpis	GCF_003660285.1,GCF_017979425.1
flhb	302	100.0	2	3	1	21.21	1		Campylobacter ornithocola; Campylobacter lari	Campylobacter subantarcticus	GCF_013201605.1,GCF_013372185.1
flid	590	100.0	2	3	1	66.67	1		Nitrosophilus kaiyonis; Nitratiruptor tergarcus	Nitrosophilus labii	GCF_027943725.1,GCF_027946175.1
flid	590	100.0	4	5	1	57.58	1		Helicobacter cinaedi; Helicobacter jaachi; Helicobacter marmotae; Helicobacter labetoulli	Helicobacter japonicus	GCF_000155475.1,GCF_000763135.2,GCF_003364255.1,GCF_003670275.1
flie	67	100.0	4	5	3	9.09	1		Campylobacter subantarcticus; Campylobacter peloridis; Campylobacter armoricus; Campylobacter lari	Campylobacter ornithocola	GCF_000816305.1,GCF_000816785.1,GCF_013372105.1,GCF_013372185.1
flih	150	100.0	2	3	1	None	1		Sulfurospirillum multivorans; Sulfurospirillum diekertiae	Sulfurospirillum oryzae	GCF_000568815.1,GCF_011769985.2
flii	428	100.0	3	4	2	38.71	1		Helicobacter felis; Helicobacter vulpis; Helicobacter salomonis	Helicobacter labacensis	GCF_000200595.1,GCF_003660395.1,GCF_017979425.1
flim	303	100.0	6	7	2	40.0	1		Aliarcobacter vitoriensis; Aliarcobacter skirrowii; Aliarcobacter cryaerophilus; Aliarcobacter thereius; Arcobacter porcinus; Aliarcobacter lanthieri	Aliarcobacter trophiarum	GCF_003316695.1,GCF_003544835.1,GCF_003660105.1,GCF_004214815.1,GCF_004299785.2,GCF_013201625.1
flin	87	100.0	4	5	1	77.42	1		Helicobacter mehlei; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis	Helicobacter felis	GCF_003660265.1,GCF_003660285.1,GCF_003660395.1,GCF_017979425.1
fliq	86	100.0	3	4	1	23.53	1		Campylobacter pinnipediorum; Campylobacter mucosalis; Campylobacter gastrosuis	Campylobacter majalis	GCF_002021925.1,GCF_013372205.1,GCF_030249845.1
flis	110	100.0	2	3	1	64.71	1		Sulfurimonas gotlandica; Sulfurimonas aquatica	Sulfurimonas hongkongensis	GCF_000242915.1,GCF_017357825.1
flgg	262	99.0	14	15	3	2.94	1		Sulfurimonas denitrificans; Sulfurimonas autotrophica; Sulfuricurvum kujiense; Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas crateris; Sulfurimonas hydrogeniphila; Sulfurimonas indica; Sulfurimonas lithotrophica; Sulfurimonas sediminis; Sulfurimonas paralvinellae; Sulfurimonas baltica; Sulfurimonas marisnigri; Sulfurimonas aquatica	Sulfurimonas marina	GCF_000012965.1,GCF_000147355.1,GCF_000183725.1,GCF_000242915.1,GCF_000445475.1,GCF_005217605.1,GCF_009068765.1,GCF_009192995.1,GCF_009258225.1,GCF_014905115.1,GCF_014905135.1,GCF_015265455.1,GCF_015265475.1,GCF_017357825.1
flie	67	99.0	3	4	1	38.71	1		Helicobacter felis; Helicobacter labacensis; Helicobacter vulpis	Helicobacter salomonis	GCF_000200595.1,GCF_003660285.1,GCF_003660395.1
chea	781	98.0	4	5	1	None	1		Helicobacter felis; Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter salomonis	Helicobacter mehlei	GCF_000200595.1,GCF_001282945.1,GCF_001283065.1,GCF_017979425.1
flgd	154	98.0	7	8	1	None	1		Campylobacter coli; Campylobacter jejuni; Campylobacter helveticus; Campylobacter aviculae; Campylobacter taeniopygiae; Campylobacter bilis; Campylobacter upsaliensis	Campylobacter novaezeelandiae	GCF_000254135.1,GCF_001457695.1,GCF_002080395.1,GCF_005406215.1,GCF_005406225.1,GCF_016806695.1,GCF_900637395.1
flgl	299	98.0	9	10	1	15.15	1		Campylobacter coli; Campylobacter jejuni; Campylobacter hepaticus; Campylobacter helveticus; Campylobacter novaezeelandiae; Campylobacter aviculae; Campylobacter taeniopygiae; Campylobacter bilis; Campylobacter upsaliensis	Campylobacter cuniculorum	GCF_000254135.1,GCF_001457695.1,GCF_001687475.2,GCF_002080395.1,GCF_004323845.1,GCF_005406215.1,GCF_005406225.1,GCF_016806695.1,GCF_900637395.1
flhf	311	98.0	6	7	1	25.81	1		Helicobacter felis; Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis	Helicobacter mehlei	GCF_000200595.1,GCF_001282945.1,GCF_001283065.1,GCF_003660285.1,GCF_003660395.1,GCF_017979425.1
flia	223	98.0	6	7	3	9.09	1		Campylobacter insulaenigrae; Campylobacter subantarcticus; Campylobacter peloridis; Campylobacter volucris; Campylobacter ornithocola; Campylobacter armoricus	Campylobacter lari	GCF_000816185.1,GCF_000816305.1,GCF_000816785.1,GCF_008245045.1,GCF_013201605.1,GCF_013372105.1
flig	341	98.0	9	10	2	15.15	1		Campylobacter coli; Campylobacter jejuni; Campylobacter hepaticus; Campylobacter helveticus; Campylobacter cuniculorum; Campylobacter aviculae; Campylobacter taeniopygiae; Campylobacter bilis; Campylobacter upsaliensis	Campylobacter novaezeelandiae	GCF_000254135.1,GCF_001457695.1,GCF_001687475.2,GCF_002080395.1,GCF_002104335.1,GCF_005406215.1,GCF_005406225.1,GCF_016806695.1,GCF_900637395.1
flim	303	98.0	6	7	1	44.12	1		Campylobacter subantarcticus; Campylobacter peloridis; Campylobacter volucris; Campylobacter ornithocola; Campylobacter armoricus; Campylobacter lari	Campylobacter insulaenigrae	GCF_000816305.1,GCF_000816785.1,GCF_008245045.1,GCF_013201605.1,GCF_013372105.1,GCF_013372185.1
fliq	86	98.0	2	3	1	70.0	1		Arcobacter suis; Arcobacter venerupis	Arcobacter caeni	GCF_003544815.1,GCF_013201665.1
flgc	164	97.0	2	3	1	62.07	1		Nautilia profundicola; Caminibacter pacificus	Caminibacter mediatlanticus	GCF_000021725.1,GCF_003752135.1
flie	67	97.0	2	3	1	73.53	1		Sulfurospirillum barnesii; Sulfurospirillum cavolei	Sulfurospirillum deleyianum	GCF_000265295.1,GCF_000813325.1
flis	110	97.0	4	5	1	77.42	1		Helicobacter pametensis; Helicobacter enhydrae; Helicobacter cholecystus; Helicobacter kayseriensis	Helicobacter brantae	GCF_000518225.1,GCF_001693335.1,GCF_003364215.1,GCF_021300655.1
flgc	164	96.0	4	5	2	35.29	1		Helicobacter japonicus; Helicobacter jaachi; Helicobacter marmotae; Helicobacter labetoulli	Helicobacter cinaedi	GCF_000762845.2,GCF_000763135.2,GCF_003364255.1,GCF_003670275.1
flhf	311	96.0	2	3	1	79.17	1		Malaciobacter marinus; Malaciobacter molluscorum	Malaciobacter halophilus	GCF_003544855.1,GCF_003544935.1
flip	243	96.0	5	6	1	26.47	1		Campylobacter jejuni; Campylobacter hepaticus; Campylobacter aviculae; Campylobacter taeniopygiae; Campylobacter bilis	Campylobacter coli	GCF_001457695.1,GCF_001687475.2,GCF_005406215.1,GCF_005406225.1,GCF_016806695.1
flim	303	95.0	3	4	1	45.0	1		Halarcobacter bivalviorum; Halarcobacter anaerophilus; Halarcobacter ebronensis	Arcobacter arenosus	GCF_003346815.1,GCF_006459125.1,GCF_013201825.1
